2023-11-17 20:51:52.645 | INFO     | daifu:<module>:34 - Program Begin
2023-11-17 20:52:11.462 | INFO     | torch._tensor:to:88 - Fault Injected To: (0, 0)
2023-11-17 20:52:35.907 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (0, 0) Fault Recovered
2023-11-17 20:54:19.736 | INFO     | torch._tensor:to:88 - Fault Injected To: (50, 0)
2023-11-17 20:56:31.045 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (50, 0) Fault Recovered
2023-11-17 20:58:45.128 | INFO     | torch._tensor:to:88 - Fault Injected To: (100, 0)
2023-11-17 21:05:43.471 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (100, 0) Fault Recovered
2023-11-17 21:08:57.235 | INFO     | torch._tensor:to:88 - Fault Injected To: (150, 0)
2023-11-17 21:09:12.374 | ERROR    | __mp_main__:main_worker:237 - Failed to restore checkpoint: PytorchStreamReader failed reading zip archive: failed finding central directory
2023-11-17 21:09:12.375 | INFO     | __mp_main__:main_worker:238 - Give up CheckFreq Resume and Simulate Restart From Default Checkpoint (We Skip the Proper Process to Save Time, Please use the default checkpoint result as reference here)
2023-11-17 21:09:22.086 | INFO     | torch:fault_injection_scheduler_and_recorder:999 - (150, 0) Fault Not Properly Recovered, Please Use the Default Checkpoint Recovery Time for this Injection
2023-11-17 21:12:28.380 | INFO     | torch._tensor:to:88 - Fault Injected To: (200, 0)
2023-11-17 21:13:06.702 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (200, 0) Fault Recovered
2023-11-17 21:16:14.144 | INFO     | torch._tensor:to:88 - Fault Injected To: (250, 0)
2023-11-17 21:16:29.069 | ERROR    | __mp_main__:main_worker:237 - Failed to restore checkpoint: PytorchStreamReader failed reading zip archive: failed finding central directory
2023-11-17 21:16:29.070 | INFO     | __mp_main__:main_worker:238 - Give up CheckFreq Resume and Simulate Restart From Default Checkpoint (We Skip the Proper Process to Save Time, Please use the default checkpoint result as reference here)
2023-11-17 21:16:38.655 | INFO     | torch:fault_injection_scheduler_and_recorder:999 - (250, 0) Fault Not Properly Recovered, Please Use the Default Checkpoint Recovery Time for this Injection
2023-11-17 21:19:44.086 | INFO     | torch._tensor:to:88 - Fault Injected To: (300, 0)
2023-11-17 21:20:25.996 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (300, 0) Fault Recovered
2023-11-17 21:23:31.011 | INFO     | torch._tensor:to:88 - Fault Injected To: (350, 0)
2023-11-17 21:23:45.952 | ERROR    | __mp_main__:main_worker:237 - Failed to restore checkpoint: PytorchStreamReader failed reading zip archive: failed finding central directory
