2023-11-21 09:08:11.284 | INFO     | daifu:<module>:34 - Program Begin
2023-11-21 09:08:38.991 | INFO     | torch._tensor:to:88 - Fault Injected To: (0, 0)
2023-11-21 09:09:10.790 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (0, 0) Fault Recovered
2023-11-21 09:09:45.984 | INFO     | torch._tensor:to:88 - Fault Injected To: (50, 0)
2023-11-21 09:10:53.633 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (50, 0) Fault Recovered
2023-11-21 09:11:36.874 | INFO     | torch._tensor:to:88 - Fault Injected To: (100, 0)
2023-11-21 09:13:26.375 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (100, 0) Fault Recovered
2023-11-21 09:14:03.767 | INFO     | torch._tensor:to:88 - Fault Injected To: (150, 0)
2023-11-21 09:14:41.231 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (150, 0) Fault Recovered
2023-11-21 09:15:18.606 | INFO     | torch._tensor:to:88 - Fault Injected To: (200, 0)
2023-11-21 09:15:53.637 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (200, 0) Fault Recovered
2023-11-21 09:16:30.652 | INFO     | torch._tensor:to:88 - Fault Injected To: (250, 0)
2023-11-21 09:17:42.385 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (250, 0) Fault Recovered
2023-11-21 09:18:19.811 | INFO     | torch._tensor:to:88 - Fault Injected To: (300, 0)
2023-11-21 09:18:54.546 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (300, 0) Fault Recovered
2023-11-21 09:19:31.741 | INFO     | torch._tensor:to:88 - Fault Injected To: (350, 0)
2023-11-21 09:20:44.450 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (350, 0) Fault Recovered
2023-11-21 09:21:21.911 | INFO     | torch._tensor:to:88 - Fault Injected To: (400, 0)
2023-11-21 09:21:58.371 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (400, 0) Fault Recovered
2023-11-21 09:22:35.363 | INFO     | torch._tensor:to:88 - Fault Injected To: (450, 0)
2023-11-21 09:23:49.844 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (450, 0) Fault Recovered
2023-11-21 09:24:27.483 | INFO     | torch._tensor:to:88 - Fault Injected To: (500, 0)
2023-11-21 09:25:05.586 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (500, 0) Fault Recovered
2023-11-21 09:25:43.007 | INFO     | torch._tensor:to:88 - Fault Injected To: (550, 0)
2023-11-21 09:26:17.122 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (550, 0) Fault Recovered
2023-11-21 09:26:53.916 | INFO     | torch._tensor:to:88 - Fault Injected To: (600, 0)
2023-11-21 09:28:05.448 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (600, 0) Fault Recovered
2023-11-21 09:28:42.950 | INFO     | torch._tensor:to:88 - Fault Injected To: (650, 0)
2023-11-21 09:29:17.979 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (650, 0) Fault Recovered
2023-11-21 09:29:54.961 | INFO     | torch._tensor:to:88 - Fault Injected To: (700, 0)
2023-11-21 09:31:07.768 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (700, 0) Fault Recovered
2023-11-21 09:31:45.294 | INFO     | torch._tensor:to:88 - Fault Injected To: (750, 0)
2023-11-21 09:32:22.243 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (750, 0) Fault Recovered
2023-11-21 09:32:59.445 | INFO     | torch._tensor:to:88 - Fault Injected To: (800, 0)
2023-11-21 09:33:33.855 | INFO     | torch:fault_injection_scheduler_and_recorder:997 - (800, 0) Fault Recovered
