2023-12-09 20:10:49.238 | INFO     | daifu:<module>:34 - Program Begin
2023-12-09 20:13:38.298 | INFO     | __main__:main:107 - Program init end
2023-12-09 20:13:39.354 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 0, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:13:59.237 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 125, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:14:19.425 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 250, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:14:41.104 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 375, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:15:06.840 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 500, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:15:37.612 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 625, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:16:12.822 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 750, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:16:49.872 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 875, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:17:26.891 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1000, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:18:05.697 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1125, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:18:44.839 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1250, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:19:24.280 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1375, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:20:04.319 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1500, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:20:42.647 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1625, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:21:22.663 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1750, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:22:02.074 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 1875, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:22:43.264 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2000, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:23:22.294 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2125, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:24:01.258 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2250, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:24:40.935 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2375, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:25:21.488 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2500, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:25:58.584 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2625, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:26:38.845 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2750, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:27:16.602 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 2875, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:27:57.485 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 3000, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:28:37.836 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 3125, the process between last checkpoint and this iteration should be repeated for recovery
2023-12-09 20:29:18.053 | INFO     | __main__:train:169 - Simulated Crash and Checkpoint-Retry at iteration 3250, the process between last checkpoint and this iteration should be repeated for recovery
